newid,age,sex,grade,peer_ecig_susceptibility,household_tobacco_use,perceived_harm_original,perceived_harm_binary,ever_used_ecig
104043,7,1,5,4,0,3,1,0
104046,7,2,4,NULL,1,3,1,1
104049,6,1,2,4,1,4,1,0
104050,6,2,3,4,0,4,1,0
104051,10,1,7,4,0,1,0,0
104053,4,1,2,4,0,3,1,0
104054,4,2,1,NULL,1,2,0,1
104055,3,1,2,4,1,1,0,0
104056,4,1,1,4,0,4,1,0
104058,10,2,7,4,1,4,1,0
104059,6,1,3,4,1,3,1,0
104060,5,1,2,4,0,1,0,0
104061,4,1,2,4,0,3,1,0
104062,8,1,5,4,0,4,1,0
104063,5,2,5,NULL,0,4,1,1
104064,9,2,6,4,0,2,0,0
104066,4,2,2,4,0,4,1,0
104068,6,1,3,3,0,2,0,0
104069,6,1,3,4,0,4,1,0
104070,6,1,4,4,1,2,0,0
104071,1,2,8,3,1,3,1,0
104072,8,2,6,3,0,3,1,0
104073,8,2,5,4,0,4,1,0
104074,8,1,5,4,0,3,1,0
104077,6,2,4,NULL,0,2,0,1
104078,6,2,4,3,0,4,1,0
104079,6,2,4,4,1,2,0,0
104080,6,2,4,4,0,3,1,0
104081,6,2,4,4,0,4,1,0
104082,8,2,5,3,0,4,1,0
104083,7,2,5,4,0,4,1,0
104084,7,2,5,4,1,4,1,0
104085,7,2,5,4,0,4,1,0
104086,7,2,5,4,0,3,1,0
104087,7,2,5,4,0,4,1,0
104088,7,2,5,2,1,4,1,0
104089,7,2,5,4,1,3,1,0
104090,7,2,5,4,1,3,1,0
104091,8,2,6,4,0,4,1,0
104092,8,2,6,4,0,4,1,0
104093,8,2,6,4,0,3,1,0
104094,8,2,6,4,0,4,1,0
104095,8,2,6,NULL,1,2,0,1
104096,8,2,6,3,0,4,1,0
104099,9,2,7,4,0,3,1,0
104100,10,2,7,4,0,4,1,0
104101,10,2,7,2,0,4,1,0
104102,9,2,7,4,0,3,1,0
104103,9,2,7,4,0,3,1,0
104104,9,2,7,3,1,3,1,0
104105,9,2,7,NULL,1,4,1,1
104106,9,2,7,NULL,0,4,1,1
104107,9,2,7,4,0,3,1,0
104108,9,2,7,NULL,0,2,0,1
104110,9,2,7,4,0,4,1,0
104111,9,2,7,NULL,1,3,1,1
104112,9,2,7,4,0,4,1,0
104113,7,1,5,4,1,4,1,0
104116,4,2,2,4,0,3,1,0
104117,4,1,2,4,1,2,0,0
104118,4,2,2,3,1,3,1,0
104119,4,2,2,4,0,4,1,0
104120,6,2,3,4,0,3,1,0
104121,4,1,1,4,0,4,1,0
104122,6,2,4,4,0,3,1,0
104123,7,2,4,3,0,4,1,0
104125,4,1,1,4,0,4,1,0
104126,3,2,1,3,0,3,1,0
104127,3,2,1,4,0,3,1,0
104128,3,2,1,4,0,3,1,0
104129,4,1,1,4,0,3,1,0
104130,4,1,1,3,0,2,0,0
104131,4,1,1,4,0,3,1,0
104132,4,1,1,3,0,3,1,0
104133,4,2,1,4,1,3,1,0
104134,4,2,1,4,0,4,1,0
104135,4,2,1,2,1,3,1,0
104136,3,2,1,3,0,2,0,0
104137,4,1,1,4,0,4,1,0
104138,3,1,1,4,0,4,1,0
104139,4,2,1,4,1,4,1,0
104140,4,1,1,4,0,2,0,0
104141,4,1,1,4,1,3,1,0
104142,4,1,1,4,0,2,0,0
104143,3,2,1,3,0,3,1,0
104144,4,1,1,3,0,3,1,0
104146,4,1,1,3,1,2,0,0
104147,4,1,1,4,1,4,1,0
104148,4,2,1,2,0,4,1,0
104149,3,1,1,4,1,2,0,0
104151,3,1,1,4,0,3,1,0
104152,4,2,1,2,0,4,1,0
104153,4,2,1,4,1,3,1,0
104154,4,2,1,3,0,3,1,0
104155,4,1,1,4,0,4,1,0
104156,3,2,1,4,1,4,1,0
104157,4,2,1,4,1,4,1,0
104158,4,2,1,4,1,3,1,0
104159,3,1,1,4,0,4,1,0
104160,3,1,1,4,0,3,1,0
104161,4,1,1,4,0,3,1,0
104162,4,1,1,3,0,3,1,0
104163,4,1,1,3,1,3,1,0
104164,3,1,1,4,0,4,1,0
104165,3,1,1,4,0,4,1,0
104166,4,1,1,4,0,4,1,0
104167,3,1,1,4,0,3,1,0
104168,4,2,1,4,0,3,1,0
104169,4,2,1,4,0,4,1,0
104170,4,2,1,3,0,3,1,0
104171,4,1,1,4,1,4,1,0
104172,4,1,1,3,1,2,0,0
104173,4,1,1,4,0,4,1,0
104174,4,2,1,NULL,1,3,1,1
104175,3,1,1,4,0,3,1,0
104176,4,2,1,4,1,4,1,0
104177,4,2,1,4,0,4,1,0
104178,4,2,1,3,1,3,1,0
104179,4,2,1,4,0,3,1,0
104180,3,2,1,2,1,2,0,0
104181,4,2,1,3,0,2,0,0
104182,4,1,2,4,0,4,1,0
104183,5,1,2,3,1,3,1,0
104184,6,1,3,3,0,3,1,0
104185,4,2,2,4,0,4,1,0
104186,6,1,3,NULL,0,2,0,1
104187,6,1,3,4,0,3,1,0
104188,4,1,2,2,1,2,0,0
104189,5,1,3,NULL,1,1,0,1
104190,6,2,3,4,1,4,1,0
104191,4,2,2,4,1,3,1,0
104192,6,1,3,NULL,1,4,1,1
104193,6,1,2,3,0,4,1,0
104194,4,1,2,NULL,1,1,0,1
104195,5,1,3,4,0,2,0,0
104196,5,2,2,4,1,4,1,0
104197,4,1,2,3,0,4,1,0
104198,5,1,3,4,1,3,1,0
104199,4,2,2,3,0,3,1,0
104200,5,1,2,4,1,3,1,0
104201,6,2,3,4,0,4,1,0
104202,5,1,3,2,0,3,1,0
104203,4,2,2,4,1,4,1,0
104204,4,2,2,3,0,3,1,0
104205,4,2,2,4,1,3,1,0
104206,5,2,2,4,1,3,1,0
104207,4,1,2,1,1,2,0,0
104208,6,1,3,4,0,3,1,0
104209,5,1,3,2,0,2,0,0
104210,4,1,2,3,0,3,1,0
104211,5,2,3,NULL,1,4,1,1
104212,4,2,2,NULL,1,1,0,1
104213,5,2,3,4,0,3,1,0
104214,5,1,2,3,0,3,1,0
104216,6,1,3,3,1,3,1,0
104217,6,1,3,4,1,2,0,0
104218,6,2,3,4,0,4,1,0
104219,6,1,3,NULL,1,4,1,1
104220,6,2,3,NULL,1,2,0,1
104221,6,1,3,3,0,4,1,0
104222,6,2,3,NULL,0,3,1,1
104224,5,2,2,4,1,1,0,0
104225,6,1,3,NULL,1,2,0,1
104226,5,1,2,4,0,3,1,0
104227,5,1,2,3,1,1,0,0
104230,5,2,2,4,0,3,1,0
104231,5,1,2,3,1,1,0,0
104232,5,1,2,1,1,2,0,0
104233,5,1,2,4,0,2,0,0
104234,5,2,2,4,0,1,0,0
104235,5,2,2,4,1,1,0,0
104236,7,1,5,NULL,0,1,0,1
104237,8,2,5,4,1,3,1,0
104240,8,2,5,2,0,3,1,0
104241,7,1,5,4,0,4,1,0
104242,7,2,5,4,1,4,1,0
104243,8,2,5,4,0,3,1,0
104244,7,1,5,4,0,2,0,0
104245,8,2,5,NULL,1,2,0,1
104246,7,1,5,4,0,4,1,0
104247,7,2,5,4,1,3,1,0
104248,8,1,5,4,0,4,1,0
104249,7,2,5,4,0,3,1,0
104250,8,1,5,4,0,2,0,0
104251,8,2,5,3,0,4,1,0
104254,8,2,5,4,0,4,1,0
104255,7,1,5,3,0,2,0,0
104258,10,1,6,4,1,3,1,0
104261,8,2,6,4,0,3,1,0
104262,8,1,6,4,1,3,1,0
104265,8,2,6,4,0,4,1,0
104266,8,1,6,2,0,4,1,0
104268,4,1,1,2,0,3,1,0
104269,4,2,1,2,1,2,0,0
104270,4,2,1,4,0,4,1,0
104271,4,2,1,4,0,3,1,0
104272,4,2,1,4,0,1,0,0
104273,3,1,1,4,1,3,1,0
104274,3,1,1,3,0,3,1,0
104275,4,1,1,3,0,3,1,0
104276,4,2,1,4,0,4,1,0
104277,4,1,1,4,1,4,1,0
104278,3,2,1,4,0,3,1,0
104280,3,1,1,4,0,3,1,0
104281,4,2,1,3,1,3,1,0
104282,3,1,1,4,1,2,0,0
104283,4,2,1,4,0,4,1,0
104284,3,1,1,4,0,2,0,0
104285,3,2,1,4,1,4,1,0
104286,4,2,1,4,0,4,1,0
104287,4,2,1,4,1,3,1,0
104288,4,2,1,4,0,4,1,0
104289,3,2,1,4,0,4,1,0
104291,3,1,1,4,1,4,1,0
104292,4,1,1,4,0,4,1,0
104293,4,1,1,NULL,1,2,0,1
104294,4,1,1,4,0,4,1,0
104295,4,2,1,4,0,2,0,0
104296,4,2,1,4,0,4,1,0
104297,4,1,2,4,0,4,1,0
104300,5,1,2,NULL,1,4,1,1
104301,5,2,2,4,0,4,1,0
104302,4,2,2,4,0,4,1,0
104304,5,1,2,4,1,4,1,0
104305,4,2,2,3,0,3,1,0
104306,5,2,2,3,0,3,1,0
104307,5,1,2,4,1,4,1,0
104308,5,2,2,3,0,4,1,0
104309,5,1,2,3,0,4,1,0
104310,4,1,2,4,1,3,1,0
104311,6,2,3,4,0,3,1,0
104312,6,1,3,4,0,3,1,0
104313,6,1,3,4,0,3,1,0
104315,5,1,3,4,0,4,1,0
104316,6,1,3,NULL,1,1,0,1
104317,5,1,3,4,0,4,1,0
104318,6,1,3,4,0,4,1,0
104319,6,1,3,3,1,3,1,0
104320,6,1,3,3,0,4,1,0
104321,6,2,3,4,0,3,1,0
104322,5,2,3,2,0,3,1,0
104323,6,2,3,4,0,4,1,0
104324,5,2,3,3,1,3,1,0
104325,6,2,3,3,0,4,1,0
104326,6,2,3,4,0,3,1,0
104327,6,2,3,3,1,2,0,0
104328,6,2,3,3,0,3,1,0
104329,6,1,3,3,1,2,0,0
104330,6,2,3,2,0,3,1,0
104331,5,2,3,4,1,3,1,0
104332,5,1,3,4,0,4,1,0
104333,6,2,3,NULL,1,4,1,1
104334,5,2,3,4,0,2,0,0
104335,6,2,3,4,0,4,1,0
104336,6,2,3,NULL,1,4,1,1
104337,6,2,3,4,0,2,0,0
104338,5,2,3,4,1,3,1,0
104339,6,1,3,NULL,1,4,1,1
104340,6,1,3,4,1,4,1,0
104341,6,2,3,4,0,3,1,0
104342,6,1,3,3,1,4,1,0
104343,6,2,3,4,0,4,1,0
104344,6,1,3,3,0,2,0,0
104345,6,2,3,4,0,4,1,0
104346,6,1,3,4,0,4,1,0
104347,6,2,3,NULL,1,2,0,1
104348,6,2,3,4,0,4,1,0
104349,6,2,3,2,1,4,1,0
104350,6,1,3,4,0,4,1,0
104351,6,2,3,4,0,3,1,0
104352,6,1,3,3,0,3,1,0
104353,6,2,3,4,0,2,0,0
104354,6,2,3,NULL,1,2,0,1
104355,4,1,1,4,1,4,1,0
104356,4,1,1,4,1,3,1,0
104357,3,1,1,4,0,4,1,0
104358,4,2,1,4,0,4,1,0
104359,3,1,1,4,0,4,1,0
104360,3,2,1,4,1,4,1,0
104361,4,1,1,4,0,4,1,0
104362,3,2,1,4,0,3,1,0
104363,4,2,1,4,0,4,1,0
104365,4,2,1,4,0,4,1,0
104366,4,2,1,4,1,3,1,0
104367,4,1,1,4,0,4,1,0
104368,4,1,2,4,0,4,1,0
104369,5,1,2,4,0,4,1,0
104370,5,2,2,4,1,4,1,0
104371,5,1,2,3,0,4,1,0
104373,4,2,2,4,0,4,1,0
104374,5,2,2,3,0,3,1,0
104375,4,1,2,4,0,4,1,0
104376,4,1,2,4,1,3,1,0
104377,5,1,2,NULL,1,3,1,1
104378,4,2,2,4,0,3,1,0
104379,5,2,2,4,1,3,1,0
104380,5,2,2,4,1,4,1,0
104381,5,2,2,4,0,3,1,0
104382,4,2,2,4,0,4,1,0
104383,5,1,2,4,0,3,1,0
104384,5,1,2,NULL,1,1,0,1
104385,5,1,3,4,0,4,1,0
104386,6,1,3,3,0,4,1,0
104387,5,2,3,4,0,4,1,0
104388,5,2,3,4,0,4,1,0
104389,5,1,3,3,1,4,1,0
104391,5,1,3,2,1,2,0,0
104392,5,2,3,2,1,2,0,0
104393,5,1,3,4,0,3,1,0
104394,6,2,3,4,0,4,1,0
104395,6,2,3,4,0,3,1,0
104396,7,1,4,4,1,4,1,0
104397,7,2,4,3,1,2,0,0
104398,8,1,4,NULL,1,1,0,1
104399,7,1,4,4,0,4,1,0
104400,7,2,4,NULL,1,2,0,1
104401,6,2,4,2,0,4,1,0
104402,7,2,4,4,0,4,1,0
104405,6,2,4,4,1,3,1,0
104406,7,2,4,NULL,1,3,1,1
104408,7,2,4,NULL,0,3,1,1
104409,7,1,4,4,0,3,1,0
104410,8,1,4,NULL,1,3,1,1
104412,8,1,4,4,0,4,1,0
104413,6,2,4,4,0,4,1,0
104414,7,2,4,4,0,3,1,0
104415,8,1,4,4,0,4,1,0
104416,7,2,4,4,1,4,1,0
104417,7,1,4,4,0,3,1,0
104418,7,1,4,3,0,3,1,0
104420,6,2,4,NULL,1,4,1,1
104421,6,1,4,3,1,3,1,0
104422,6,2,4,NULL,1,4,1,1
104423,7,1,4,4,0,3,1,0
104424,6,1,4,4,1,3,1,0
104425,7,1,4,4,0,4,1,0
104426,6,2,4,NULL,0,3,1,1
104427,7,2,4,4,1,3,1,0
104428,6,2,4,4,1,4,1,0
104429,6,1,4,3,0,4,1,0
104430,6,2,4,NULL,1,3,1,1
104431,7,1,4,NULL,0,3,1,1
104433,7,1,4,4,1,3,1,0
104434,7,2,4,3,1,4,1,0
104435,6,2,4,4,0,4,1,0
104436,7,1,4,NULL,0,2,0,1
104437,6,1,4,4,1,3,1,0
104438,7,1,4,4,1,3,1,0
104439,7,1,4,NULL,1,2,0,1
104440,8,1,5,4,1,3,1,0
104441,8,1,5,4,0,4,1,0
104442,8,2,5,NULL,0,3,1,1
104443,8,2,5,4,1,4,1,0
104444,8,2,5,NULL,1,2,0,1
104445,8,2,5,4,0,3,1,0
104446,7,2,5,4,1,3,1,0
104447,7,2,5,NULL,0,3,1,1
104448,7,2,5,3,1,3,1,0
104449,8,2,5,4,1,4,1,0
104450,7,2,5,4,1,3,1,0
104451,7,2,5,4,0,3,1,0
104452,8,1,5,3,0,4,1,0
104453,8,2,5,NULL,1,2,0,1
104454,8,1,5,4,1,3,1,0
104455,7,2,5,NULL,1,1,0,1
104457,8,1,5,4,0,3,1,0
104458,8,2,5,4,1,3,1,0
104459,7,1,5,3,1,3,1,0
104460,8,2,5,4,1,4,1,0
104461,8,2,5,NULL,1,4,1,1
104462,7,2,5,4,0,3,1,0
104463,8,1,5,4,1,3,1,0
104464,7,2,5,NULL,1,2,0,1
104465,8,2,5,3,1,1,0,0
104466,8,2,5,4,0,2,0,0
104467,8,2,5,4,1,3,1,0
104469,7,2,5,3,1,3,1,0
104470,8,1,5,NULL,0,3,1,1
104471,8,2,5,4,1,2,0,0
104474,8,2,5,NULL,1,3,1,1
104475,7,2,5,3,1,2,0,0
104476,8,2,5,4,0,4,1,0
104477,8,2,5,4,0,4,1,0
104478,9,1,6,NULL,0,2,0,1
104479,9,2,6,4,0,4,1,0
104480,10,1,6,NULL,1,3,1,1
104481,9,1,6,4,1,3,1,0
104482,8,1,6,4,1,3,1,0
104483,9,2,6,4,0,3,1,0
104484,9,2,6,NULL,1,2,0,1
104485,9,1,6,NULL,0,2,0,1
104487,9,2,6,NULL,1,3,1,1
104489,9,2,6,NULL,1,4,1,1
104490,8,2,5,4,0,4,1,0
104491,9,1,6,4,0,2,0,0
104492,8,2,6,4,0,3,1,0
104493,8,2,6,NULL,1,4,1,1
104494,9,2,6,NULL,1,3,1,1
104495,9,2,6,4,0,4,1,0
104496,8,2,6,NULL,1,2,0,1
104497,9,1,6,4,1,3,1,0
104498,9,1,6,NULL,1,4,1,1
104499,10,2,6,NULL,1,2,0,1
104500,8,2,6,4,0,4,1,0
104501,9,2,6,4,0,4,1,0
104502,9,2,6,3,0,3,1,0
104503,9,2,6,4,1,4,1,0
104504,9,1,6,NULL,1,3,1,1
104505,9,2,6,NULL,0,2,0,1
104506,9,1,6,4,0,4,1,0
104507,8,2,6,3,1,4,1,0
104509,9,2,6,4,1,4,1,0
104510,9,1,6,4,0,3,1,0
104511,9,1,6,4,1,4,1,0
104512,9,2,6,4,0,4,1,0
104513,9,2,6,3,0,3,1,0
104514,9,2,6,NULL,1,3,1,1
104515,9,2,6,4,0,4,1,0
104516,9,1,7,2,0,1,0,0
104517,9,2,7,4,0,4,1,0
104518,10,2,7,4,1,4,1,0
104519,9,1,7,NULL,0,3,1,1
104520,10,1,7,4,0,4,1,0
104521,10,1,7,NULL,0,4,1,1
104522,10,1,7,4,1,2,0,0
104523,10,1,7,NULL,0,3,1,1
104524,10,1,7,4,0,3,1,0
104525,4,1,2,4,0,3,1,0
104526,5,2,2,4,0,4,1,0
104527,4,2,2,NULL,0,3,1,1
104528,4,2,2,4,0,4,1,0
104529,4,1,2,4,0,3,1,0
104530,4,1,2,4,0,4,1,0
104532,4,1,2,3,0,3,1,0
104533,4,2,2,4,0,3,1,0
104534,5,2,2,3,0,4,1,0
104535,4,1,2,4,0,3,1,0
104536,4,2,2,NULL,0,3,1,1
104537,4,1,2,4,0,4,1,0
104538,4,1,2,3,0,3,1,0
104540,5,2,3,4,0,3,1,0
104541,5,1,2,4,0,4,1,0
104542,4,2,2,3,1,3,1,0
104543,6,2,3,2,0,3,1,0
104547,5,1,3,3,0,4,1,0
104548,5,2,3,4,0,3,1,0
104549,5,1,3,4,0,4,1,0
104550,6,2,3,4,1,3,1,0
104551,5,2,3,4,0,3,1,0
104552,5,2,3,NULL,1,3,1,1
104553,5,1,3,3,1,2,0,0
104554,6,2,3,3,0,2,0,0
104557,5,2,3,NULL,0,4,1,1
104558,6,1,3,4,0,3,1,0
104561,5,1,3,4,0,4,1,0
104562,6,1,2,4,1,3,1,0
104563,5,1,2,4,0,1,0,0
104564,5,1,2,NULL,1,2,0,1
104565,7,1,2,3,1,2,0,0
104566,5,1,2,3,1,3,1,0
104567,5,1,2,4,0,4,1,0
104568,4,1,2,4,1,3,1,0
104569,5,1,2,4,0,4,1,0
104570,4,2,2,4,1,4,1,0
104571,5,2,2,2,1,3,1,0
104572,4,1,2,4,1,4,1,0
104573,5,1,2,NULL,1,3,1,1
104574,5,2,2,NULL,1,4,1,1
104575,5,2,2,4,1,4,1,0
104577,5,1,3,NULL,1,2,0,1
104579,6,2,3,NULL,1,2,0,1
104580,6,1,3,3,1,3,1,0
104581,5,2,3,4,0,3,1,0
104583,6,2,3,NULL,0,3,1,1
104584,3,1,8,NULL,1,1,0,1
104585,5,1,3,4,1,4,1,0
104586,6,1,3,4,1,4,1,0
104588,6,2,3,3,1,3,1,0
104589,6,1,3,4,0,4,1,0
104591,6,1,3,NULL,0,1,0,1
104592,6,1,3,4,1,2,0,0
104593,5,2,3,2,0,2,0,0
104594,5,1,3,NULL,0,3,1,1
104595,11,1,4,4,1,4,1,0
104599,8,2,5,2,0,4,1,0
104601,5,1,4,3,0,4,1,0
104603,7,2,5,2,0,4,1,0
104604,6,1,4,4,0,4,1,0
104607,7,1,5,4,0,3,1,0
104608,6,2,4,3,1,3,1,0
104609,7,1,4,NULL,1,3,1,1
104610,6,2,4,3,1,2,0,0
104611,6,1,4,4,1,3,1,0
104612,7,2,4,NULL,0,4,1,1
104613,6,2,4,NULL,0,4,1,1
104614,7,1,4,4,0,1,0,0
104615,6,1,4,4,1,3,1,0
104616,7,1,4,4,0,2,0,0
104617,6,2,4,4,0,2,0,0
104618,7,1,5,4,0,4,1,0
104619,7,1,4,NULL,0,3,1,1
104622,7,1,4,NULL,0,4,1,1
104623,6,1,4,4,0,3,1,0
104624,7,2,4,4,0,3,1,0
104625,6,1,4,NULL,1,4,1,1
104626,6,1,4,3,0,4,1,0
104628,6,2,4,3,0,3,1,0
104630,7,1,5,3,0,3,1,0
104631,7,2,5,4,0,4,1,0
104632,8,1,5,3,1,3,1,0
104633,8,1,5,4,0,4,1,0
104634,9,2,6,4,0,2,0,0
104636,7,1,5,3,0,4,1,0
104637,9,2,5,4,0,4,1,0
104638,7,2,5,3,0,4,1,0
104639,7,2,5,3,0,3,1,0
104640,7,1,5,4,0,3,1,0
104641,7,1,5,4,1,3,1,0
104642,7,1,5,4,0,4,1,0
104643,8,1,5,3,1,3,1,0
104644,10,2,6,4,0,2,0,0
104645,7,2,5,4,0,2,0,0
104646,7,1,5,4,1,3,1,0
104647,8,1,5,4,0,3,1,0
104648,7,1,5,4,0,3,1,0
104649,7,1,5,3,0,3,1,0
104650,9,2,5,NULL,0,4,1,1
104651,8,1,5,4,0,4,1,0
104654,8,1,5,3,1,3,1,0
104655,8,2,5,4,0,2,0,0
104656,7,1,5,4,0,3,1,0
104657,7,1,5,2,1,2,0,0
104658,8,2,5,4,1,3,1,0
104659,7,2,5,3,1,4,1,0
104660,7,1,5,4,1,3,1,0
104661,8,2,5,NULL,0,2,0,1
104662,8,2,5,3,0,4,1,0
104663,8,2,5,4,1,1,0,0
104664,7,2,5,4,0,4,1,0
104665,8,2,5,3,1,3,1,0
104666,7,1,6,4,0,4,1,0
104667,10,2,5,3,0,4,1,0
104669,8,2,5,4,0,3,1,0
104670,8,2,5,3,0,1,0,0
104671,8,1,5,4,1,2,0,0
104672,8,1,5,NULL,0,3,1,1
104673,8,2,6,4,0,4,1,0
104675,8,1,5,3,0,4,1,0
104676,8,1,5,4,0,2,0,0
104677,8,2,5,4,1,3,1,0
104678,8,2,5,4,0,4,1,0
104681,7,1,5,3,0,4,1,0
104683,9,1,6,NULL,0,3,1,1
104686,9,1,6,4,0,3,1,0
104687,10,2,6,3,0,4,1,0
104690,9,1,6,4,0,3,1,0
104691,8,1,6,3,1,3,1,0
104692,9,1,6,4,0,1,0,0
104693,9,1,7,3,0,3,1,0
104695,9,2,6,NULL,0,2,0,1
104697,8,1,6,4,0,4,1,0
104698,8,1,6,4,0,3,1,0
104699,9,2,6,NULL,0,4,1,1
104700,9,2,6,4,0,4,1,0
104701,9,2,6,4,1,4,1,0
104702,8,2,6,NULL,1,3,1,1
104703,9,1,6,NULL,1,3,1,1
104704,8,1,6,4,0,4,1,0
104705,8,2,6,4,0,4,1,0
104706,8,2,6,4,0,3,1,0
104707,9,2,6,4,0,3,1,0
104710,9,1,6,4,1,4,1,0
104711,10,2,6,4,0,3,1,0
104712,8,2,6,NULL,1,3,1,1
104713,9,1,6,3,0,3,1,0
104714,1,1,1,NULL,1,3,1,1
104717,8,2,6,4,0,3,1,0
104718,9,2,6,4,0,4,1,0
104719,8,2,6,4,0,4,1,0
104720,8,1,6,4,0,3,1,0
104721,9,1,6,NULL,1,1,0,1
104722,8,2,6,NULL,1,2,0,1
104723,8,2,6,4,0,4,1,0
104725,9,1,6,4,1,3,1,0
104726,9,1,6,4,1,2,0,0
104728,9,1,6,3,0,4,1,0
104729,8,2,6,NULL,1,3,1,1
104730,8,1,6,4,1,4,1,0
104732,9,1,6,4,0,4,1,0
104733,8,1,6,4,0,4,1,0
104734,11,1,7,NULL,0,2,0,1
104735,10,2,7,NULL,0,4,1,1
104737,9,1,7,4,0,4,1,0
104738,9,1,7,NULL,1,4,1,1
104739,10,2,7,NULL,1,3,1,1
104740,9,1,7,4,0,4,1,0
104741,9,2,7,3,1,4,1,0
104743,9,1,7,4,0,3,1,0
104744,10,1,7,4,0,4,1,0
104745,9,2,7,4,0,3,1,0
104746,9,2,7,NULL,0,3,1,1
104747,10,2,7,NULL,0,3,1,1
104748,10,1,7,4,0,4,1,0
104749,10,2,7,NULL,1,3,1,1
104750,10,2,7,4,0,3,1,0
104751,9,1,7,4,0,4,1,0
104752,9,2,7,4,0,4,1,0
104753,9,1,7,NULL,0,2,0,1
104754,10,1,7,NULL,0,4,1,1
104755,9,2,7,4,1,3,1,0
104756,9,2,7,4,0,3,1,0
104757,10,1,7,4,0,3,1,0
104758,10,1,7,4,1,1,0,0
104760,9,2,7,NULL,0,4,1,1
104761,9,2,7,NULL,1,3,1,1
104762,10,2,7,4,0,4,1,0
104763,10,1,7,NULL,0,4,1,1
104767,9,2,7,3,0,3,1,0
104768,10,2,7,4,0,4,1,0
104769,10,1,7,4,0,4,1,0
104770,9,2,7,4,1,3,1,0
104771,9,2,7,NULL,1,3,1,1
104772,10,2,7,4,1,2,0,0
104773,10,2,7,NULL,1,4,1,1
104774,9,2,7,4,0,4,1,0
104775,9,1,7,4,0,4,1,0
104777,10,2,7,3,1,3,1,0
104778,10,2,7,4,1,4,1,0
104780,10,1,7,4,0,4,1,0
104781,10,1,7,4,0,4,1,0
104782,3,1,1,4,0,3,1,0
104783,3,2,1,4,1,4,1,0
104784,3,2,1,4,0,3,1,0
104785,3,2,1,4,0,2,0,0
104786,3,2,1,4,1,3,1,0
104788,3,1,1,NULL,0,1,0,1
104789,3,1,1,4,0,3,1,0
104790,3,1,1,4,0,3,1,0
104791,3,2,1,4,0,2,0,0
104792,4,1,1,4,0,4,1,0
104793,4,1,1,4,1,4,1,0
104794,3,1,1,4,0,3,1,0
104795,3,1,1,4,0,4,1,0
104796,4,1,1,4,1,3,1,0
104797,4,2,1,4,0,3,1,0
104798,3,1,1,4,0,4,1,0
104799,3,1,1,3,0,3,1,0
104800,3,1,1,3,1,2,0,0
104801,3,2,1,4,0,4,1,0
104802,3,2,1,4,0,2,0,0
104803,3,2,1,3,1,3,1,0
104804,4,2,1,4,1,3,1,0
104805,3,1,1,4,0,3,1,0
104806,3,2,1,4,0,3,1,0
104808,3,2,1,4,0,4,1,0
104811,3,1,1,4,0,3,1,0
104813,3,1,1,4,0,1,0,0
104814,3,2,1,4,1,4,1,0
104815,3,2,1,4,1,4,1,0
104816,3,2,1,3,1,3,1,0
104817,3,2,1,4,1,4,1,0
104818,3,1,1,4,0,3,1,0
104820,3,2,1,4,1,3,1,0
104821,4,1,1,4,0,3,1,0
104826,3,2,1,4,1,3,1,0
104827,4,2,1,4,1,3,1,0
104829,3,2,1,3,1,3,1,0
104830,3,2,1,NULL,1,3,1,1
104831,3,1,1,4,1,2,0,0
104832,3,2,1,4,1,3,1,0
104833,3,1,1,4,1,3,1,0
104834,3,2,1,4,1,4,1,0
104835,3,2,1,3,0,3,1,0
104836,3,1,1,4,0,3,1,0
104837,3,1,1,4,1,4,1,0
104838,3,1,1,4,0,4,1,0
104839,6,1,4,3,0,4,1,0
104840,7,2,4,4,0,3,1,0
104841,8,2,5,NULL,1,4,1,1
104842,8,1,5,NULL,0,3,1,1
104843,8,1,5,NULL,1,2,0,1
104844,6,1,4,3,0,4,1,0
104845,8,2,5,NULL,1,3,1,1
104846,8,1,5,3,0,3,1,0
104847,8,1,5,4,0,4,1,0
104848,7,2,4,4,0,3,1,0
104849,7,2,4,4,0,4,1,0
104850,8,1,5,4,0,4,1,0
104851,6,2,4,3,0,3,1,0
104852,8,1,5,NULL,0,2,0,1
104853,8,2,5,4,0,4,1,0
104854,9,2,6,NULL,1,2,0,1
104855,8,1,5,NULL,1,2,0,1
104856,8,2,5,4,0,4,1,0
104857,8,1,5,4,1,3,1,0
104858,8,2,5,4,0,3,1,0
104859,7,1,4,4,0,3,1,0
104860,6,1,4,4,1,3,1,0
104861,7,1,4,4,1,3,1,0
104862,8,1,5,NULL,1,3,1,1
104863,6,1,4,4,0,4,1,0
104864,6,2,4,4,0,3,1,0
104865,8,2,5,NULL,1,2,0,1
104866,8,1,5,NULL,0,4,1,1
104867,7,1,4,3,0,3,1,0
104868,7,1,4,4,1,3,1,0
104869,6,2,4,3,1,3,1,0
104870,8,1,5,NULL,0,4,1,1
104871,8,1,5,NULL,1,3,1,1
104872,8,1,5,NULL,0,3,1,1
104873,6,1,4,NULL,0,2,0,1
104874,8,1,5,NULL,0,4,1,1
104875,6,1,4,4,0,4,1,0
104876,6,1,4,4,1,3,1,0
104877,7,2,4,3,0,3,1,0
104878,6,1,4,3,1,4,1,0
104879,7,2,4,3,0,4,1,0
104880,6,2,4,3,0,3,1,0
104881,8,1,5,4,0,4,1,0
